ID,Sex,Sex Label,Characteristics,Characteristics Label,Periods,Period Label,VictimsMurderManslaughter_1,VictimsMurderManslaughterRelative_2
0,T001038,Total male and female,10000,Total,1996JJ00,1996,240,15.5
1,T001038,Total male and female,10000,Total,1997JJ00,1997,237,15.2
2,T001038,Total male and female,10000,Total,1998JJ00,1998,208,13.2
3,T001038,Total male and female,10000,Total,1999JJ00,1999,230,14.5
4,T001038,Total male and female,10000,Total,2000JJ00,2000,223,14
5,T001038,Total male and female,10000,Total,2001JJ00,2001,264,16.5
6,T001038,Total male and female,10000,Total,2002JJ00,2002,224,13.9
7,T001038,Total male and female,10000,Total,2003JJ00,2003,247,15.2
8,T001038,Total male and female,10000,Total,2004JJ00,2004,223,13.7
9,T001038,Total male and female,10000,Total,2005JJ00,2005,197,12.1
10,T001038,Total male and female,10000,Total,2006JJ00,2006,159,9.7
11,T001038,Total male and female,10000,Total,2007JJ00,2007,164,10
12,T001038,Total male and female,10000,Total,2008JJ00,2008,176,10.7
13,T001038,Total male and female,10000,Total,2009JJ00,2009,175,10.6
14,T001038,Total male and female,10000,Total,2010JJ00,2010,158,9.5
15,T001038,Total male and female,10000,Total,2011JJ00,2011,165,9.9
16,T001038,Total male and female,10000,Total,2012JJ00,2012,157,9.4
17,T001038,Total male and female,10000,Total,2013JJ00,2013,147,8.7
18,T001038,Total male and female,10000,Total,2014JJ00,2014,144,8.5
19,T001038,Total male and female,10000,Total,2015JJ00,2015,120,7.1
20,T001038,Total male and female,10000,Total,2016JJ00,2016,108,6.3
21,T001038,Total male and female,10000,Total,2017JJ00,2017,158,9.2
22,T001038,Total male and female,10000,Total,2018JJ00,2018,119,6.9
23,T001038,Total male and female,10000,Total,2019JJ00,2019,125,7.2
24,T001038,Total male and female,10000,Total,2020JJ00,2020,121,6.9
25,T001038,Total male and female,10000,Total,2021JJ00,2021,126,7.2
26,T001038,Total male and female,10000,Total,2022JJ00,2022,143,8.1
27,T001038,Total male and female,10000,Total,2023JJ00,2023,125,7
28,T001038,Total male and female,41400,Age: younger than 20 years,1996JJ00,1996,29,7.7
29,T001038,Total male and female,41400,Age: younger than 20 years,1997JJ00,1997,36,9.5
30,T001038,Total male and female,41400,Age: younger than 20 years,1998JJ00,1998,26,6.8
31,T001038,Total male and female,41400,Age: younger than 20 years,1999JJ00,1999,26,6.7
32,T001038,Total male and female,41400,Age: younger than 20 years,2000JJ00,2000,27,6.9
33,T001038,Total male and female,41400,Age: younger than 20 years,2001JJ00,2001,25,6.4
34,T001038,Total male and female,41400,Age: younger than 20 years,2002JJ00,2002,28,7.1
35,T001038,Total male and female,41400,Age: younger than 20 years,2003JJ00,2003,30,7.5
36,T001038,Total male and female,41400,Age: younger than 20 years,2004JJ00,2004,25,6.3
37,T001038,Total male and female,41400,Age: younger than 20 years,2005JJ00,2005,27,6.8
38,T001038,Total male and female,41400,Age: younger than 20 years,2006JJ00,2006,23,5.8
39,T001038,Total male and female,41400,Age: younger than 20 years,2007JJ00,2007,28,7.1
40,T001038,Total male and female,41400,Age: younger than 20 years,2008JJ00,2008,16,4.1
41,T001038,Total male and female,41400,Age: younger than 20 years,2009JJ00,2009,23,5.9
42,T001038,Total male and female,41400,Age: younger than 20 years,2010JJ00,2010,24,6.1
43,T001038,Total male and female,41400,Age: younger than 20 years,2011JJ00,2011,18,4.6
44,T001038,Total male and female,41400,Age: younger than 20 years,2012JJ00,2012,21,5.4
45,T001038,Total male and female,41400,Age: younger than 20 years,2013JJ00,2013,19,4.9
46,T001038,Total male and female,41400,Age: younger than 20 years,2014JJ00,2014,14,3.6
47,T001038,Total male and female,41400,Age: younger than 20 years,2015JJ00,2015,9,2.4
48,T001038,Total male and female,41400,Age: younger than 20 years,2016JJ00,2016,8,2.1
49,T001038,Total male and female,41400,Age: younger than 20 years,2017JJ00,2017,17,4.5
50,T001038,Total male and female,41400,Age: younger than 20 years,2018JJ00,2018,13,3.4
51,T001038,Total male and female,41400,Age: younger than 20 years,2019JJ00,2019,10,2.6
52,T001038,Total male and female,41400,Age: younger than 20 years,2020JJ00,2020,18,4.8
53,T001038,Total male and female,41400,Age: younger than 20 years,2021JJ00,2021,15,4
54,T001038,Total male and female,41400,Age: younger than 20 years,2022JJ00,2022,17,4.5
55,T001038,Total male and female,41400,Age: younger than 20 years,2023JJ00,2023,11,2.9
56,T001038,Total male and female,60300,Age: 20 to 29 years,1996JJ00,1996,67,28.5
57,T001038,Total male and female,60300,Age: 20 to 29 years,1997JJ00,1997,70,30.6
58,T001038,Total male and female,60300,Age: 20 to 29 years,1998JJ00,1998,54,24.2
59,T001038,Total male and female,60300,Age: 20 to 29 years,1999JJ00,1999,56,25.8
60,T001038,Total male and female,60300,Age: 20 to 29 years,2000JJ00,2000,60,28.5
61,T001038,Total male and female,60300,Age: 20 to 29 years,2001JJ00,2001,56,27.2
62,T001038,Total male and female,60300,Age: 20 to 29 years,2002JJ00,2002,58,28.7
63,T001038,Total male and female,60300,Age: 20 to 29 years,2003JJ00,2003,45,22.6
64,T001038,Total male and female,60300,Age: 20 to 29 years,2004JJ00,2004,36,18.3
65,T001038,Total male and female,60300,Age: 20 to 29 years,2005JJ00,2005,36,18.4
66,T001038,Total male and female,60300,Age: 20 to 29 years,2006JJ00,2006,26,13.3
67,T001038,Total male and female,60300,Age: 20 to 29 years,2007JJ00,2007,33,16.8
68,T001038,Total male and female,60300,Age: 20 to 29 years,2008JJ00,2008,36,18.2
69,T001038,Total male and female,60300,Age: 20 to 29 years,2009JJ00,2009,34,17
70,T001038,Total male and female,60300,Age: 20 to 29 years,2010JJ00,2010,26,12.8
71,T001038,Total male and female,60300,Age: 20 to 29 years,2011JJ00,2011,38,18.5
72,T001038,Total male and female,60300,Age: 20 to 29 years,2012JJ00,2012,24,11.6
73,T001038,Total male and female,60300,Age: 20 to 29 years,2013JJ00,2013,29,13.9
74,T001038,Total male and female,60300,Age: 20 to 29 years,2014JJ00,2014,27,12.8
75,T001038,Total male and female,60300,Age: 20 to 29 years,2015JJ00,2015,27,12.7
76,T001038,Total male and female,60300,Age: 20 to 29 years,2016JJ00,2016,23,10.7
77,T001038,Total male and female,60300,Age: 20 to 29 years,2017JJ00,2017,33,15.2
78,T001038,Total male and female,60300,Age: 20 to 29 years,2018JJ00,2018,25,11.4
79,T001038,Total male and female,60300,Age: 20 to 29 years,2019JJ00,2019,27,12.2
80,T001038,Total male and female,60300,Age: 20 to 29 years,2020JJ00,2020,22,9.8
81,T001038,Total male and female,60300,Age: 20 to 29 years,2021JJ00,2021,25,11.1
82,T001038,Total male and female,60300,Age: 20 to 29 years,2022JJ00,2022,25,10.9
83,T001038,Total male and female,60300,Age: 20 to 29 years,2023JJ00,2023,22,9.4
84,T001038,Total male and female,60400,Age: 30 to 39 years,1996JJ00,1996,51,19.9
85,T001038,Total male and female,60400,Age: 30 to 39 years,1997JJ00,1997,50,19.3
86,T001038,Total male and female,60400,Age: 30 to 39 years,1998JJ00,1998,49,18.8
87,T001038,Total male and female,60400,Age: 30 to 39 years,1999JJ00,1999,65,24.8
88,T001038,Total male and female,60400,Age: 30 to 39 years,2000JJ00,2000,55,20.9
89,T001038,Total male and female,60400,Age: 30 to 39 years,2001JJ00,2001,70,26.5
90,T001038,Total male and female,60400,Age: 30 to 39 years,2002JJ00,2002,65,24.7
91,T001038,Total male and female,60400,Age: 30 to 39 years,2003JJ00,2003,67,25.8
92,T001038,Total male and female,60400,Age: 30 to 39 years,2004JJ00,2004,62,24.4
93,T001038,Total male and female,60400,Age: 30 to 39 years,2005JJ00,2005,51,20.7
94,T001038,Total male and female,60400,Age: 30 to 39 years,2006JJ00,2006,44,18.3
95,T001038,Total male and female,60400,Age: 30 to 39 years,2007JJ00,2007,35,15
96,T001038,Total male and female,60400,Age: 30 to 39 years,2008JJ00,2008,46,20.2
97,T001038,Total male and female,60400,Age: 30 to 39 years,2009JJ00,2009,38,17.2
98,T001038,Total male and female,60400,Age: 30 to 39 years,2010JJ00,2010,36,16.7
99,T001038,Total male and female,60400,Age: 30 to 39 years,2011JJ00,2011,30,14.3
100,T001038,Total male and female,60400,Age: 30 to 39 years,2012JJ00,2012,33,16
101,T001038,Total male and female,60400,Age: 30 to 39 years,2013JJ00,2013,31,15.3
102,T001038,Total male and female,60400,Age: 30 to 39 years,2014JJ00,2014,31,15.4
103,T001038,Total male and female,60400,Age: 30 to 39 years,2015JJ00,2015,21,10.4
104,T001038,Total male and female,60400,Age: 30 to 39 years,2016JJ00,2016,28,13.7
105,T001038,Total male and female,60400,Age: 30 to 39 years,2017JJ00,2017,26,12.6
106,T001038,Total male and female,60400,Age: 30 to 39 years,2018JJ00,2018,20,9.6
107,T001038,Total male and female,60400,Age: 30 to 39 years,2019JJ00,2019,27,12.7
108,T001038,Total male and female,60400,Age: 30 to 39 years,2020JJ00,2020,27,12.5
109,T001038,Total male and female,60400,Age: 30 to 39 years,2021JJ00,2021,21,9.5
110,T001038,Total male and female,60400,Age: 30 to 39 years,2022JJ00,2022,34,15.1
111,T001038,Total male and female,60400,Age: 30 to 39 years,2023JJ00,2023,26,11.2
112,T001038,Total male and female,60500,Age: 40 to 49 years,1996JJ00,1996,41,17.5
113,T001038,Total male and female,60500,Age: 40 to 49 years,1997JJ00,1997,31,13.3
114,T001038,Total male and female,60500,Age: 40 to 49 years,1998JJ00,1998,38,16.4
115,T001038,Total male and female,60500,Age: 40 to 49 years,1999JJ00,1999,41,17.5
116,T001038,Total male and female,60500,Age: 40 to 49 years,2000JJ00,2000,41,17.3
117,T001038,Total male and female,60500,Age: 40 to 49 years,2001JJ00,2001,59,24.6
118,T001038,Total male and female,60500,Age: 40 to 49 years,2002JJ00,2002,29,11.9
119,T001038,Total male and female,60500,Age: 40 to 49 years,2003JJ00,2003,37,15
120,T001038,Total male and female,60500,Age: 40 to 49 years,2004JJ00,2004,37,14.8
121,T001038,Total male and female,60500,Age: 40 to 49 years,2005JJ00,2005,36,14.3
122,T001038,Total male and female,60500,Age: 40 to 49 years,2006JJ00,2006,29,11.4
123,T001038,Total male and female,60500,Age: 40 to 49 years,2007JJ00,2007,29,11.4
124,T001038,Total male and female,60500,Age: 40 to 49 years,2008JJ00,2008,37,14.4
125,T001038,Total male and female,60500,Age: 40 to 49 years,2009JJ00,2009,30,11.6
126,T001038,Total male and female,60500,Age: 40 to 49 years,2010JJ00,2010,29,11.2
127,T001038,Total male and female,60500,Age: 40 to 49 years,2011JJ00,2011,35,13.5
128,T001038,Total male and female,60500,Age: 40 to 49 years,2012JJ00,2012,40,15.5
129,T001038,Total male and female,60500,Age: 40 to 49 years,2013JJ00,2013,28,11
130,T001038,Total male and female,60500,Age: 40 to 49 years,2014JJ00,2014,31,12.4
131,T001038,Total male and female,60500,Age: 40 to 49 years,2015JJ00,2015,27,11.1
132,T001038,Total male and female,60500,Age: 40 to 49 years,2016JJ00,2016,18,7.6
133,T001038,Total male and female,60500,Age: 40 to 49 years,2017JJ00,2017,32,13.7
134,T001038,Total male and female,60500,Age: 40 to 49 years,2018JJ00,2018,21,9.2
135,T001038,Total male and female,60500,Age: 40 to 49 years,2019JJ00,2019,22,9.8
136,T001038,Total male and female,60500,Age: 40 to 49 years,2020JJ00,2020,15,6.9
137,T001038,Total male and female,60500,Age: 40 to 49 years,2021JJ00,2021,19,8.8
138,T001038,Total male and female,60500,Age: 40 to 49 years,2022JJ00,2022,24,11.3
139,T001038,Total male and female,60500,Age: 40 to 49 years,2023JJ00,2023,27,12.7
140,T001038,Total male and female,60600,Age: 50 to 59 years,1996JJ00,1996,24,13.9
141,T001038,Total male and female,60600,Age: 50 to 59 years,1997JJ00,1997,23,12.6
142,T001038,Total male and female,60600,Age: 50 to 59 years,1998JJ00,1998,12,6.3
143,T001038,Total male and female,60600,Age: 50 to 59 years,1999JJ00,1999,19,9.6
144,T001038,Total male and female,60600,Age: 50 to 59 years,2000JJ00,2000,24,11.8
145,T001038,Total male and female,60600,Age: 50 to 59 years,2001JJ00,2001,31,14.9
146,T001038,Total male and female,60600,Age: 50 to 59 years,2002JJ00,2002,26,12.2
147,T001038,Total male and female,60600,Age: 50 to 59 years,2003JJ00,2003,34,15.6
148,T001038,Total male and female,60600,Age: 50 to 59 years,2004JJ00,2004,30,13.6
149,T001038,Total male and female,60600,Age: 50 to 59 years,2005JJ00,2005,21,9.3
150,T001038,Total male and female,60600,Age: 50 to 59 years,2006JJ00,2006,17,7.5
151,T001038,Total male and female,60600,Age: 50 to 59 years,2007JJ00,2007,26,11.6
152,T001038,Total male and female,60600,Age: 50 to 59 years,2008JJ00,2008,23,10.3
153,T001038,Total male and female,60600,Age: 50 to 59 years,2009JJ00,2009,30,13.3
154,T001038,Total male and female,60600,Age: 50 to 59 years,2010JJ00,2010,16,7
155,T001038,Total male and female,60600,Age: 50 to 59 years,2011JJ00,2011,23,10
156,T001038,Total male and female,60600,Age: 50 to 59 years,2012JJ00,2012,15,6.4
157,T001038,Total male and female,60600,Age: 50 to 59 years,2013JJ00,2013,19,8
158,T001038,Total male and female,60600,Age: 50 to 59 years,2014JJ00,2014,17,7.1
159,T001038,Total male and female,60600,Age: 50 to 59 years,2015JJ00,2015,18,7.4
160,T001038,Total male and female,60600,Age: 50 to 59 years,2016JJ00,2016,13,5.3
161,T001038,Total male and female,60600,Age: 50 to 59 years,2017JJ00,2017,26,10.5
162,T001038,Total male and female,60600,Age: 50 to 59 years,2018JJ00,2018,21,8.4
163,T001038,Total male and female,60600,Age: 50 to 59 years,2019JJ00,2019,19,7.5
164,T001038,Total male and female,60600,Age: 50 to 59 years,2020JJ00,2020,21,8.3
165,T001038,Total male and female,60600,Age: 50 to 59 years,2021JJ00,2021,23,9
166,T001038,Total male and female,60600,Age: 50 to 59 years,2022JJ00,2022,16,6.3
167,T001038,Total male and female,60600,Age: 50 to 59 years,2023JJ00,2023,16,6.3
168,T001038,Total male and female,21400,Age: 60 years or older,1996JJ00,1996,28,10.1
169,T001038,Total male and female,21400,Age: 60 years or older,1997JJ00,1997,27,9.7
170,T001038,Total male and female,21400,Age: 60 years or older,1998JJ00,1998,29,10.3
171,T001038,Total male and female,21400,Age: 60 years or older,1999JJ00,1999,23,8
172,T001038,Total male and female,21400,Age: 60 years or older,2000JJ00,2000,16,5.5
173,T001038,Total male and female,21400,Age: 60 years or older,2001JJ00,2001,23,7.8
174,T001038,Total male and female,21400,Age: 60 years or older,2002JJ00,2002,18,6.1
175,T001038,Total male and female,21400,Age: 60 years or older,2003JJ00,2003,34,11.3
176,T001038,Total male and female,21400,Age: 60 years or older,2004JJ00,2004,33,10.7
177,T001038,Total male and female,21400,Age: 60 years or older,2005JJ00,2005,26,8.3
178,T001038,Total male and female,21400,Age: 60 years or older,2006JJ00,2006,20,6.2
179,T001038,Total male and female,21400,Age: 60 years or older,2007JJ00,2007,13,3.9
180,T001038,Total male and female,21400,Age: 60 years or older,2008JJ00,2008,18,5.2
181,T001038,Total male and female,21400,Age: 60 years or older,2009JJ00,2009,20,5.6
182,T001038,Total male and female,21400,Age: 60 years or older,2010JJ00,2010,27,7.4
183,T001038,Total male and female,21400,Age: 60 years or older,2011JJ00,2011,21,5.6
184,T001038,Total male and female,21400,Age: 60 years or older,2012JJ00,2012,24,6.3
185,T001038,Total male and female,21400,Age: 60 years or older,2013JJ00,2013,21,5.4
186,T001038,Total male and female,21400,Age: 60 years or older,2014JJ00,2014,24,6
187,T001038,Total male and female,21400,Age: 60 years or older,2015JJ00,2015,18,4.4
188,T001038,Total male and female,21400,Age: 60 years or older,2016JJ00,2016,18,4.3
189,T001038,Total male and female,21400,Age: 60 years or older,2017JJ00,2017,24,5.6
190,T001038,Total male and female,21400,Age: 60 years or older,2018JJ00,2018,19,4.4
191,T001038,Total male and female,21400,Age: 60 years or older,2019JJ00,2019,20,4.5
192,T001038,Total male and female,21400,Age: 60 years or older,2020JJ00,2020,18,4
193,T001038,Total male and female,21400,Age: 60 years or older,2021JJ00,2021,23,5
194,T001038,Total male and female,21400,Age: 60 years or older,2022JJ00,2022,27,5.7
195,T001038,Total male and female,21400,Age: 60 years or older,2023JJ00,2023,23,4.8
196,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,1996JJ00,1996,22,
197,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,1997JJ00,1997,33,
198,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,1998JJ00,1998,23,
199,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,1999JJ00,1999,19,
200,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2000JJ00,2000,24,
201,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2001JJ00,2001,12,
202,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2002JJ00,2002,14,
203,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2003JJ00,2003,16,
204,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2004JJ00,2004,23,
205,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2005JJ00,2005,24,
206,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2006JJ00,2006,12,
207,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2007JJ00,2007,16,
208,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2008JJ00,2008,12,
209,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2009JJ00,2009,13,
210,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2010JJ00,2010,12,
211,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2011JJ00,2011,13,
212,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2012JJ00,2012,15,
213,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2013JJ00,2013,21,
214,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2014JJ00,2014,17,
215,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2015JJ00,2015,13,
216,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2016JJ00,2016,9,
217,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2017JJ00,2017,14,
218,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2018JJ00,2018,18,
219,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2019JJ00,2019,6,
220,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2020JJ00,2020,14,
221,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2021JJ00,2021,16,
222,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2022JJ00,2022,14,
223,T001038,Total male and female,A048757,Method: Hanging/strangulation/suffocation,2023JJ00,2023,12,
224,T001038,Total male and female,A048758,Method: Beating or kicking,1996JJ00,1996,13,
225,T001038,Total male and female,A048758,Method: Beating or kicking,1997JJ00,1997,9,
226,T001038,Total male and female,A048758,Method: Beating or kicking,1998JJ00,1998,9,
227,T001038,Total male and female,A048758,Method: Beating or kicking,1999JJ00,1999,21,
228,T001038,Total male and female,A048758,Method: Beating or kicking,2000JJ00,2000,6,
229,T001038,Total male and female,A048758,Method: Beating or kicking,2001JJ00,2001,9,
230,T001038,Total male and female,A048758,Method: Beating or kicking,2002JJ00,2002,18,
231,T001038,Total male and female,A048758,Method: Beating or kicking,2003JJ00,2003,17,
232,T001038,Total male and female,A048758,Method: Beating or kicking,2004JJ00,2004,18,
233,T001038,Total male and female,A048758,Method: Beating or kicking,2005JJ00,2005,7,
234,T001038,Total male and female,A048758,Method: Beating or kicking,2006JJ00,2006,8,
235,T001038,Total male and female,A048758,Method: Beating or kicking,2007JJ00,2007,15,
236,T001038,Total male and female,A048758,Method: Beating or kicking,2008JJ00,2008,16,
237,T001038,Total male and female,A048758,Method: Beating or kicking,2009JJ00,2009,19,
238,T001038,Total male and female,A048758,Method: Beating or kicking,2010JJ00,2010,18,
239,T001038,Total male and female,A048758,Method: Beating or kicking,2011JJ00,2011,18,
240,T001038,Total male and female,A048758,Method: Beating or kicking,2012JJ00,2012,21,
241,T001038,Total male and female,A048758,Method: Beating or kicking,2013JJ00,2013,12,
242,T001038,Total male and female,A048758,Method: Beating or kicking,2014JJ00,2014,14,
243,T001038,Total male and female,A048758,Method: Beating or kicking,2015JJ00,2015,13,
244,T001038,Total male and female,A048758,Method: Beating or kicking,2016JJ00,2016,13,
245,T001038,Total male and female,A048758,Method: Beating or kicking,2017JJ00,2017,21,
246,T001038,Total male and female,A048758,Method: Beating or kicking,2018JJ00,2018,10,
247,T001038,Total male and female,A048758,Method: Beating or kicking,2019JJ00,2019,22,
248,T001038,Total male and female,A048758,Method: Beating or kicking,2020JJ00,2020,25,
249,T001038,Total male and female,A048758,Method: Beating or kicking,2021JJ00,2021,14,
250,T001038,Total male and female,A048758,Method: Beating or kicking,2022JJ00,2022,20,
251,T001038,Total male and female,A048758,Method: Beating or kicking,2023JJ00,2023,17,
252,T001038,Total male and female,A048759,Method: Firearm,1996JJ00,1996,86,
253,T001038,Total male and female,A048759,Method: Firearm,1997JJ00,1997,78,
254,T001038,Total male and female,A048759,Method: Firearm,1998JJ00,1998,74,
255,T001038,Total male and female,A048759,Method: Firearm,1999JJ00,1999,89,
256,T001038,Total male and female,A048759,Method: Firearm,2000JJ00,2000,81,
257,T001038,Total male and female,A048759,Method: Firearm,2001JJ00,2001,91,
258,T001038,Total male and female,A048759,Method: Firearm,2002JJ00,2002,80,
259,T001038,Total male and female,A048759,Method: Firearm,2003JJ00,2003,75,
260,T001038,Total male and female,A048759,Method: Firearm,2004JJ00,2004,67,
261,T001038,Total male and female,A048759,Method: Firearm,2005JJ00,2005,63,
262,T001038,Total male and female,A048759,Method: Firearm,2006JJ00,2006,43,
263,T001038,Total male and female,A048759,Method: Firearm,2007JJ00,2007,47,
264,T001038,Total male and female,A048759,Method: Firearm,2008JJ00,2008,52,
265,T001038,Total male and female,A048759,Method: Firearm,2009JJ00,2009,55,
266,T001038,Total male and female,A048759,Method: Firearm,2010JJ00,2010,41,
267,T001038,Total male and female,A048759,Method: Firearm,2011JJ00,2011,60,
268,T001038,Total male and female,A048759,Method: Firearm,2012JJ00,2012,54,
269,T001038,Total male and female,A048759,Method: Firearm,2013JJ00,2013,35,
270,T001038,Total male and female,A048759,Method: Firearm,2014JJ00,2014,47,
271,T001038,Total male and female,A048759,Method: Firearm,2015JJ00,2015,41,
272,T001038,Total male and female,A048759,Method: Firearm,2016JJ00,2016,31,
273,T001038,Total male and female,A048759,Method: Firearm,2017JJ00,2017,46,
274,T001038,Total male and female,A048759,Method: Firearm,2018JJ00,2018,40,
275,T001038,Total male and female,A048759,Method: Firearm,2019JJ00,2019,33,
276,T001038,Total male and female,A048759,Method: Firearm,2020JJ00,2020,32,
277,T001038,Total male and female,A048759,Method: Firearm,2021JJ00,2021,34,
278,T001038,Total male and female,A048759,Method: Firearm,2022JJ00,2022,38,
279,T001038,Total male and female,A048759,Method: Firearm,2023JJ00,2023,29,
280,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,1996JJ00,1996,88,
281,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,1997JJ00,1997,76,
282,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,1998JJ00,1998,73,
283,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,1999JJ00,1999,81,
284,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2000JJ00,2000,75,
285,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2001JJ00,2001,103,
286,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2002JJ00,2002,77,
287,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2003JJ00,2003,95,
288,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2004JJ00,2004,87,
289,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2005JJ00,2005,70,
290,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2006JJ00,2006,66,
291,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2007JJ00,2007,66,
292,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2008JJ00,2008,75,
293,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2009JJ00,2009,69,
294,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2010JJ00,2010,75,
295,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2011JJ00,2011,62,
296,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2012JJ00,2012,53,
297,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2013JJ00,2013,56,
298,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2014JJ00,2014,57,
299,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2015JJ00,2015,49,
300,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2016JJ00,2016,51,
301,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2017JJ00,2017,68,
302,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2018JJ00,2018,49,
303,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2019JJ00,2019,59,
304,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2020JJ00,2020,46,
305,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2021JJ00,2021,55,
306,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2022JJ00,2022,60,
307,T001038,Total male and female,A048760,Method: Stabbing or battle weapon,2023JJ00,2023,58,
308,T001038,Total male and female,A048761,Method: Other or unknown,1996JJ00,1996,31,
309,T001038,Total male and female,A048761,Method: Other or unknown,1997JJ00,1997,41,
310,T001038,Total male and female,A048761,Method: Other or unknown,1998JJ00,1998,29,
311,T001038,Total male and female,A048761,Method: Other or unknown,1999JJ00,1999,20,
312,T001038,Total male and female,A048761,Method: Other or unknown,2000JJ00,2000,37,
313,T001038,Total male and female,A048761,Method: Other or unknown,2001JJ00,2001,49,
314,T001038,Total male and female,A048761,Method: Other or unknown,2002JJ00,2002,35,
315,T001038,Total male and female,A048761,Method: Other or unknown,2003JJ00,2003,44,
316,T001038,Total male and female,A048761,Method: Other or unknown,2004JJ00,2004,28,
317,T001038,Total male and female,A048761,Method: Other or unknown,2005JJ00,2005,33,
318,T001038,Total male and female,A048761,Method: Other or unknown,2006JJ00,2006,30,
319,T001038,Total male and female,A048761,Method: Other or unknown,2007JJ00,2007,20,
320,T001038,Total male and female,A048761,Method: Other or unknown,2008JJ00,2008,21,
321,T001038,Total male and female,A048761,Method: Other or unknown,2009JJ00,2009,19,
322,T001038,Total male and female,A048761,Method: Other or unknown,2010JJ00,2010,12,
323,T001038,Total male and female,A048761,Method: Other or unknown,2011JJ00,2011,12,
324,T001038,Total male and female,A048761,Method: Other or unknown,2012JJ00,2012,14,
325,T001038,Total male and female,A048761,Method: Other or unknown,2013JJ00,2013,23,
326,T001038,Total male and female,A048761,Method: Other or unknown,2014JJ00,2014,9,
327,T001038,Total male and female,A048761,Method: Other or unknown,2015JJ00,2015,4,
328,T001038,Total male and female,A048761,Method: Other or unknown,2016JJ00,2016,4,
329,T001038,Total male and female,A048761,Method: Other or unknown,2017JJ00,2017,9,
330,T001038,Total male and female,A048761,Method: Other or unknown,2018JJ00,2018,2,
331,T001038,Total male and female,A048761,Method: Other or unknown,2019JJ00,2019,5,
332,T001038,Total male and female,A048761,Method: Other or unknown,2020JJ00,2020,4,
333,T001038,Total male and female,A048761,Method: Other or unknown,2021JJ00,2021,7,
334,T001038,Total male and female,A048761,Method: Other or unknown,2022JJ00,2022,11,
335,T001038,Total male and female,A048761,Method: Other or unknown,2023JJ00,2023,9,
336,T001038,Total male and female,A048762,Location: house of the victim or others,1996JJ00,1996,97,
